name,country_name,region_name,star_label,year,address,phone,hours,cuisine,price_text,price_level,lat,lng,description,facilities,image_url,detail_url
레스토랑 주은,한국,서울,1스타,2026,"서울 종로구 경희궁길 36, 경희당 8층, Seoul, 03175, KOR",+82 2-540-8580,,한식,,,37.57276,126.96991,"한국의 계절과 절기를 품은 전통 한식을 셰프만의 방식으로 해석한 레스토랑이다. 요리에는 최신 유행이나 과한 장식 대신 클래식한 품격이 은은히 묻어난다. 코스 요리에 쓰인 다양한 장류가 식재료 본연의 맛과 발효의 풍미를 자연스럽게 이어 준다. 계절마다 달라지는 코스의 맛을 즐길 수 있어 주기적으로 방문할 가치가 있다. 코스 요리는 맛의 기승전결이 돋보이도록 구성되어 있고, 메인으로 나오는 한상 요리에서는 정통 한식의 다양한 맛이 돋보인다. 내부 공간 역시 도기 작가의 기물과 한국풍 미디어 아트가 어우러져 세련미와 전통미를 자아낸다. 엄선된 전통주와 와인 페어링도 요리를 빛나게 하는 요소이니 함께 즐겨 볼 것을 권한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a2aa82e68f6146d5b0bd455eca0bfa15.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/restaurant-jueun
송헌집,한국,서울,1스타,2026,"수영구 민락로 19번길 18, Busan, 48285, KOR",+82 51-711-4648,,한식,,,35.15654,129.12146,전통주와 함께 즐기는 한식 요리부터 국수 요리까지 한식의 다양한 스펙트럼을 부산에서 선보여 온 송헌집. 셰프가 새로 문을 연 떡갈비 한상차림 식당이다. 그윽한 숯향과 풍부한 육즙의 두툼한 떡갈비는 따뜻한 밥 한 숟가락과 멋지게 어울린다. 떡갈비 백반답게 상을 가득 채운 맛깔스런 반찬과 바특한 된장찌개 역시 떡갈비 못지않은 맛을 자랑한다. 작은 마당이 딸린 이층 주택을 개조한 식당은 1990년대 가정집의 아늑한 분위기를 자아낸다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3e953e7c4949462196becd3a2ed0825c.jpeg?width=1000,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/songheonjip
묵정,한국,서울,1스타,2026,"중구 퇴계로48길 17, Seoul, 04619, KOR",+82 10-8350-6743,,한식,,,37.56181,127.00053,"한국계 미국인 셰프 오스틴 강이 운영하는 곳이다. 음식이 곧 약이라는 한식의 철학에 매료되어 ‘한국식 발효 음식’을 표방하며 발효 식품과 장을 직접 만들어 사용한다. 전통 한식을 제공하지만 비주얼은 캐주얼하고 현대적이다. 표고버섯 새우전은 밀가루 없이 버섯 위에 다진 새우살을 올린 후 직접 만든 멸치젓을 넣은 아이올리 소스와 함께 제공된다. 천천히 익히는 메인 음식인 닭고기는 식감이 부드럽고 로즈마리와 레몬, 오렌지를 넣어 깊은 향이 밴 찹쌀밥은 직접 만든 반찬과 잘 어우러진다. 메인 요리와 함께 나오는 각종 수제 장아찌와 김치는 풍부한 발효의 맛과 깊고 다채로운 풍미가 동시에 느껴진다. 메인 요리는 준비 시간 때문에 하루 전에 미리 선택해야 한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d746f529d4bf47aab6c054bb20c9d87e.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mukjung
소넷,한국,서울,1스타,2026,"강남구 선릉로 157길 33, 3층, Seoul, 06018, KOR",+82 2-6953-5999,,프렌치 컨템퍼러리,,,37.52628,127.03704,"프렌치 음식을 기반으로 한 캐주얼 다이닝을 선보이는 소넷. 커다란 바 테이블이 주방을 감싸고 있는 구조로 셰프들이 조리하는 모습을 직접 보면서 음식을 즐길 수 있다. 다양한 한입 거리 음식부터 분자 요리법을 적용한 디저트까지 갖가지 비주얼과 맛을 경험해 볼 수 있다. 닭 간 무스를 넣은 코코아 롤에 트러플과 라즈베리 잼을 함께 서빙하는 디시는 두 가지 맛과 풍미를 느낄 수 있고, 직접 만든 메밀 파스타와 신선한 조개, 캐비어를 넣은 파스타에서 깊고 진한 맛과 짙은 메밀 향을 느낄 수 있다. ‘소넷’은 프랑스어로 짧은 노래를 뜻하는데 작은 요리로 구성된 코스를 선보이는 이곳에 딱 맞는 이름이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7801dcd17d7d4b84abfef258fa906cde.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sonnet-1241886
옥돌현옥,한국,서울,1스타,2026,"송파구 오금로 36길 26-1, Seoul, 05700, KOR",+82 2-404-4824,,냉면,,,37.50153,127.12408,오로지 메밀만을 사용해 씹을수록 메밀의 구수함이 느껴지는 순면에 고소하고 진한 육수와 풍부한 메밀향을 느낄 수 있는 옥돌현옥. 생긴 지는 그리 오래 되지 않았지만 평양냉면 마니아들 사이에서는 호평을 받는 곳이다. 두부가 많이 들어가 구수한 만두를 비롯해 어복쟁반과 가자미식해도 인기 메뉴이다. 콜키지를 지불하면 와인과 함께 즐길 수도 있다. 슴슴하지만 깊은 맛을 즐겨보시길.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d7066057313b4ebc82650dd10cd73dc6.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/okdol-heyonok
임병주 산동 칼국수,한국,서울,빕구르망,2026,"서초구 강남대로 37길 65, Seoul, 06734, KOR",+82 2-3473-7972,,칼국수,,,37.48458,127.02988,"1988년에 문을 열어 30년 이상의 긴 역사를 자랑하는 임병주 산동 칼국수. 매일 신선한 재료로 직접 만들어내는 수제 칼국수를 찾는 사람들은 여전하다. 기분 좋은 쫄깃한 식감과 푸짐하게 들어간 조개에서 우러나온 시원한 국물 맛이 일품이다. 더불어 평양식 왕만두, 고소한 콩국수, 물고추를 갈아 만든 겉절이까지 여전히 맛있는 음식을 즐길 수 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b843597257734f849040048d05fa3d8e.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/limbyungjoo-sandong-kalguksu
곰탕랩,한국,서울,빕구르망,2026,"강남구 테헤란로 517, 현대백화점 10층, Seoul, 06164, KOR",+82 2-517-4656,,곰탕,,,37.50859,127.05971,"현대백화점 10층 식당가로 이전 오픈한 곰탕랩은 임정식 셰프가 사랑하는 메뉴인 곰탕과 각종 국물 요리를 연구·개발하는 공간으로, 다양한 탕 요리를 한자리에서 맛볼 수 있다. 시그니처인 콜라겐 곰탕은 사골·스지·우족·꼬리를 10시간 이상 푹 고아 걸쭉한 점성과 깊은 풍미를 자랑하며, 양곰탕과 조개곰탕, 구수한 평양냉면, 소고기 라면 등 메뉴 구성이 폭넓다. 반상을 주문하면 명란두부, 김치전, 만두 등 다양한 사이드 디시를 한 상에 즐길 수 있고, 수육과 함께 전통주를 곁들이기에도 좋은 메뉴들이 준비되어 있다. 웨이팅이 긴 편이므로 개점 시간에 맞춰 방문하는 것을 추천한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/10da054538cb4fb4b23baed509fcbe75.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gomtang-lab
3대 삼계장인,한국,서울,빕구르망,2026,"서초구 반포대로 28길 56-3, Seoul, 06646, KOR",+82 50-71465-2294,,삼계탕,,,37.49135,127.01155,"서초동의 이름난 집으로, 40가지가 넘는 재료를 넣어 끓인 진한 국물에 곱게 간 녹두와 잣, 쑥 페이스트를 넣은 세 가지 삼계탕이 이곳의 대표 메뉴다. 식당 이름처럼 사장은 1973년부터 시작된 가업을 3대째 이어 가고 있다. 고소한 곡물이 들어간 걸쭉한 국물은 진한 맛과 깊은 향이 일품이고 고기는 영계만을 사용해 육질이 아주 부드럽다. 닭과 재료를 압력솥에 넣고 푹 끓여 고기와 녹두, 잣, 쑥이 향긋하게 잘 어우러진다. 대기 줄이 긴 편이니 서둘러 갈 것을 권한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/35f77899e5b2409ea80b89d70f37f52d.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/3rd-samgyetang
면서울,한국,서울,빕구르망,2026,"강남구 선릉로 805, Seoul, 06019, KOR",+82 50-71449-8878,,국수,,,37.52416,127.03906,"김도윤 셰프가 윤서울에 이어 두 번째로 문을 연 공간이다. 윤서울에서 선보였던 자가 제면 요리를 따로 판매해 달라는 요청에 따라 오픈한 곳이다. 화학 첨가물 없이 통밀과 녹두, 백태만으로 면을 뽑는데 최적의 조합을 위해 국내산과 프랑스산, 터키산 통밀을 섞어 사용한다. 신선하고 고소한 면의 맛을 오롯이 느낄 수 있는 들기름면 외에 알싸한 양념의 비빔면, 고사리와 들깨로 맛을 낸 고사리면도 일품이다. 반주로 판매하는 전통주도 한 잔 곁들이기를 추천한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d5ed3eadc72d41fabec6c96deb99426c.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/myeon-seoul
꿉당,한국,서울,빕구르망,2026,"서초구 강남대로 615, Seoul, 06524, KOR",+82 2-545-9600,,바비큐,,,37.5166307,127.0188926,돼지 목살 전문점 ‘꿉당’. 신사역 바로 앞에 위치한 꿉당은 15일간 숙성한 목살이 주 메뉴다. 직접 제작한 알루미늄 불판과 비장탄 위에서 빠르게 구워 낸 고기는 풍부한 육즙과 부드러운 지방이 일품이다. 일식 셰프의 컨설팅을 받았다는 쌀밥에 고추냉이를 곁들여 스시처럼 만들어 먹으면 육즙이 밴 부드러운 밥맛을 맛볼 수 있으니 꼭 함께 주문할 것.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/59fd3d76e7a144dab4e993c966fe05bf.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/ggupdang
게방식당,한국,서울,빕구르망,2026,"강남구 선릉로 131길 17, Seoul, 06060, KOR",+82 10-8479-1107,,게장,,,37.51727,127.03942,"흡사 소담한 카페테리아나 베이커리를 연상시키는 외관과는 달리 이곳은 게장 전문점이다. 패션 마케터 방건혁 대표와 25년간 게장 전문점을 운영해온 부모님의 합작으로 탄생한 게방식당에선 게장이라는 한식 메뉴를 보다 다양한 고객층에게 선보이고자 노력한다. 이곳엔 간장게장과 양념게장 세트뿐만 아니라 좀 더 먹기 수월한 게알 백반, 전복장 백반, 새우장 백반까지 다양한 메뉴가 준비되어 있다. 세트에는 기본적으로 밥과 국, 기본 반찬을 함께 제공하며, 테이크아웃도 가능하다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8df2bea66fea4609b97093c6f33aee44.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gebang-sikdang
스바루,한국,서울,빕구르망,2026,"서초구 방배중앙로 21길 7, Seoul, 06560, KOR",+82 2-596-4882,,소바,,,37.49234,126.98611,"“소바의 본고장과 다름없는 맛을 구현하여 고객에게 최고의 소바를 제공하겠다.”는 철학으로 끊임없는 연구와 개발을 지속해온 강영철 셰프. 오랜 일본 생활에서 경험한 소바의 순수한 맛에 매료되어 지금까지 소바를 위한 한길을 걷고 있다. 셰프는 별도의 제면실을 두고 전통 방식으로 맷돌을 이용해 그날그날 소바 면을 뽑는데, 전통적으로 에도시대의 면과 같은  밀과 메밀의 비율을 2:8로 맞춘 니하치 스타일의 소바를 고수한다. 소바의 순수한 맛이 강점인 자루 소바를 비롯해 깊은 감칠맛의 오리 메밀과 들기름 메밀이 스바루에서 가장 인기 있는 대표 메뉴이다.직접 족타로 쫄깃하게 만든 우동면을 사용하는 메뉴도 즐길 수 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2fc30873a42641b798156aca7fa0759a.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/subaru
만두집,한국,서울,빕구르망,2026,"강남구 압구정로 338, Seoul, 06018, KOR",+82 2-544-3710,,만두,,,37.52785,127.03898,"청담동 일대의 고급 레스토랑 사이에서 30년 넘게 만두 하나로 명성을 이어온 이 집은, 돌아가신 어머니의 손맛을 지키고자 하는 현 대표의 정성과 꾸준함이 고스란히 담겨 있다. 소박하면서도 정갈한 평안도식 만둣국이 대표 메뉴로, 정성껏 빚은 만두를 양지머리를 푹 고아낸 맑고 감칠맛 나는 육수에 담아 내며, 취향에 따라 매운 양념을 빼달라고 요청할 수도 있다. 문을 열기 무섭게 자리가 금세 차는 이곳은 지역 주민들에게 꾸준한 사랑을 받는 곳으로, 단품으로 즐길 수 있는 녹두전 껍질로 부친 빈대떡과 청양고추 고추전도 빼놓기 어렵다. 단출한 구성 속에서도 깊은 풍미와 따뜻한 정서를 전해주는, 담백하면서도 힘 있는 맛의 식당이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fa23f8d5c876499da82817c8ff425478.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mandujip
양양 메밀 막국수,한국,서울,빕구르망,2026,"서초구 동광로 15길 10, Seoul, 06561, KOR",+82 2-3482-3738,,메밀국수,,,37.49247,126.98826,"100% 순수 메밀만을 사용하고 주문을 받은 후에 제면 작업을 시작하는 것을 원칙으로 하는 것이 양양 메밀 막국수의 비결이라면 비결이다. 십 수년간 메밀 막국수 식당을 운영해온 이유도 대표 자신이 막국수를 너무 좋아해서라고. 메밀 막국수가 대표 메뉴지만 직접 담근 김치를 이용한 김치 비빔국수 또한 이곳의 별미다. 기본 상차림은 단출하지만 정성이 가득하고, 무엇보다 주력 메뉴인 막국수 맛이 변함없이 훌륭하다. 11월 김장철에는 열흘간 영업을 하지 않으니 참고하기 바란다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/65999fc616c549a881864cc9b41beb7e.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yangyang-memil-makguksu
맷돌,한국,서울,빕구르망,2026,"성동구 성덕정길 63, Seoul, 04775, KOR",+82 10-4886-2928,,멕시칸,,,37.53808,127.05065,"레스토랑 맷돌은 남다른 도전 의식을 가지고 요리사로서 실력을 키워온 이창윤 셰프의 멕시칸 퀴진 레스토랑이다. 그가 가장 공을 들이는 건 멕시코 요리에 두루 쓰이는 토르티야다. 맷돌에 가면 그가 멕시코에서 배운 대로 마사를 손으로 눌러 가며 토르티야를 만드는 모습을 종종 볼 수 있다. 이렇게 셰프가 직접 만든 토르티야가 들어간 맷돌의 토스타다와 타코를 먹어 보면, 식감과 풍미가 천편일률적인 기존의 토르티야 요리와는 차원이 다르다는 것을 느끼게 된다. 셰프가 배우고 익힌 여러 요리 스타일을 한국의 제철 식재료에 접목시켜 완성한 맷돌의 멕시칸 퀴진은 직관적인 맛으로 미식가의 입을 즐겁게 한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d3547ada8b604474882354fea11cf395.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mattdol
계월,한국,서울,빕구르망,2026,"성동구 성덕정 3길 8, Seoul, 04774, KOR",+82 70-8703-0310,,곰탕,,,37.53952,127.04762,"힙한 분위기의 성수동 인근에 자리한 이 식당은 한국식 닭곰탕을 전문으로 하며 젊은 손님들에게 특히 인기가 많다. 저온 조리한 닭가슴살을 따뜻한 밥 위에 얹고, 아삭하게 데친 얼갈이배추와 기름기를 걷어낸 맑은 육수를 더해 담백하면서도 깊은 맛을 낸다. 점심에는 매콤한 닭무침과 된장을 발라 토치로 구워낸 닭 수육을 합리적인 가격의 곁들임 메뉴로 즐길 수 있으며, 여름철에는 차가운 국수도 제공한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7de3886a44784059b3f1c9e3d5616da4.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kyewol-gomtang
옥돌현옥,한국,서울,빕구르망,2026,"송파구 오금로 36길 26-1, Seoul, 05700, KOR",+82 2-404-4824,,냉면,,,37.50153,127.12408,오로지 메밀만을 사용해 씹을수록 메밀의 구수함이 느껴지는 순면에 고소하고 진한 육수와 풍부한 메밀향을 느낄 수 있는 옥돌현옥. 생긴 지는 그리 오래 되지 않았지만 평양냉면 마니아들 사이에서는 호평을 받는 곳이다. 두부가 많이 들어가 구수한 만두를 비롯해 어복쟁반과 가자미식해도 인기 메뉴이다. 콜키지를 지불하면 와인과 함께 즐길 수도 있다. 슴슴하지만 깊은 맛을 즐겨보시길.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d7066057313b4ebc82650dd10cd73dc6.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/okdol-heyonok
정면,한국,서울,빕구르망,2026,"광진구 능동로 13길 88, Seoul, 05012, KOR",+82 10-9974-3592,,국수,,,37.54551,127.06866,"7석 남짓의 스테인리스 테이블과 오픈형 주방이 전부인 이곳. ‘뜻이 담긴 국수’라는 뜻의 정면은 셰프가 홀로 운영하는 고기 국수 집이다. 메뉴는 백면과 홍면, 딱 두가지가 전부이지만 깊은 맛 하나는 일품이다. 해물과 돼지고기, 닭고기를 이용해 만든 육수에서 깊은 맛을 느낄 수 있으며 얇게 저민 쫄깃한 돼지고기와 양파, 홍고추가 올라간 쌀국수는 보기만 해도 풍성하다. 홍면은 맵기 조절이 가능하며 작은 공깃밥이 함께 나와 배부른 한 끼를 즐길 수 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a4b59b5ac9d541e9a23cfabaa2434e55.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/jeongmyeon
능동미나리,한국,서울,빕구르망,2026,"용산구 한강대로 40길 28, Seoul, 04386, KOR",+82 50-71388-1035,,곰탕,,,37.53008,126.97078,능동미나리의 곰탕은 초록색 미나리가 수북하게 쌓여 있어 얼핏 보면 이게 탕인지 분간이 가지 않는다. 맑고 깔끔한 국물에 미나리의 알싸한 맛이 시원함을 배가시키는 이 곰탕은 그날그날 도축한 신선한 한우와 맑은 물에서 키운 미나리를 사용하여 담백하고 잡내가 없다. 입장하려면 늘 대기를 해야 하지만 한입 맛보면 기다림이 아깝지 않을 맛이다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d26f9d2c295e4296a16ea71a0d5779aa.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/neungdong-minari
유한,한국,서울,빕구르망,2026,"용산구 대사관로 5길 10-5, Seoul, 04400, KOR",+82 70-8691-1509,,타이,,,37.53482,127.00108,"유한은 작지만 세련된 타이 비스트로다. 한남동 골목 안 깊숙이 숨어 있어 초행길이면 찾기가 쉽지 않다. 태국에서 요리를 공부하고 돌아온 김유한 셰프의 공간으로, 이름은 익숙하지만 처음 접하는 메뉴를 선보인다. 태국식 소시지, 숯에 구운 오징어 등 다양한 계절 메뉴와 태국식 커리 요리까지 다양한 맛을 경험해 볼 수 있다. 요리와 궁합이 좋은 내추럴 와인을 추천받을 수 있으니 함께 즐기기를 추천한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/73dd20f7c814430d85c7549879458136.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/youhan
오일제,한국,서울,빕구르망,2026,"용산구 한강대로 62다길 29, Seoul, 04382, KOR",+82 70-8831-5534,,한식,,,37.53254,126.97473,"오일제는 들깨 미역국 하나로 손님들의 발길을 붙잡는 곳이다. 오일제의 미역국은 맑지만 깊은 맛의 육수와 들깨의 고소함이 조화롭게 어우러져 진한 국물의 풍미를 선사한다. 미역을 찍어 먹는 특제 맛간장, 갓 지은 밥과 안성맞춤인 낙지 젓갈과 갓김치 등 정갈한 반찬들도 단출해 보이는 반상 안에서 풍부한 맛의 조화를 만들어 낸다. 가마솥에 끓여 낸 미역국과 당일 도정한 밥 맛은 전통적이면서도 매력적이다. 시선을 사로잡는 주방의 가마솥과 밥 짓는 과정이 한눈에 보이는 깨끗한 주방이 깊은 신뢰감을 느끼게 한다. 금요일 저녁에는 오일제만의 특별한 생일상을 운영하는데 일반적인 들깨 미역국이 아닌, 생일을 맞은 손님을 위한 정성스러운 상차림을 준비하여 따뜻한 감성과 함께 특별한 경험을 선사한다. 미역국 한 그릇에 소박함의 미학을 정성껏 담아낸 곳이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9b6f08055a864528a3ce092ccbb85d88.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/oilje
알트에이,한국,서울,빕구르망,2026,"용산구 보광로 109, Seoul, 04391, KOR",+82 2-790-8688,,비건,,,37.53245,126.99446,"100% 식물성 재료와 대체육을 사용해 중식을 만드는 곳이다. 중식인데 비건식이라니? 고기를 넣지 않은 중식은 대체 어떤 맛일까 궁금했는데 비건식이 낯선 사람도 즐길 수 있는 맛은 기본이고 기름기가 적어 소화도 잘되는 음식이 준비되어 있다. 탕수육과 유린육 등 대체육을 사용했다고 말하지 않으면 모를 쫄깃한 튀김 요리는 물론 비건 짬뽕까지 맛볼 수 있다. 비건식으로서도, 중식으로서도 훌륭한 식당이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9dd933930e3d4a0980402eae7e926af2.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/alt-a
금돼지식당,한국,서울,빕구르망,2026,"중구 다산로 149, Seoul, 04607, KOR",+82 10-4484-8750,,바비큐,,,37.55705,127.01165,"신당동 길가에 자리한, 흰색 타일에 황금색 간판이 눈에 띄는 금돼지식당은 식사 시간이 아닌데도 문밖으로 길게 줄 서 있는 풍경이 낯설지 않을 만큼 인기가 높다. 이곳의 대표는 살코기의 풍부한 육즙, 탄력 있고 쫄깃한 식감, 그리고 지방의 풍미가 잘 살아 있는 돼지 품종을 찾기 위해 오랜 시간을 투자했는데, 이전에 YBD에서 최상급 선별육으로 변경해 풍미를 더욱 끌어올렸다. 갈비뼈가 붙어 있는 본삼겹과 등 목살 등의 특수 부위를 연탄불에 달군 주물 판에 구우면 고기가 타지 않고 맛있게 익는다. 그 흔한 돼지고기지만, 한번 맛보면 절대 잊을 수 없을 것이다. 예약은 받지 않는다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a8feb20b823a4abea3778f9c89797fa7.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/geumdwaeji-sikdang
고사리 익스프레스,한국,서울,빕구르망,2026,"중구 퇴계로85길 12-10, Seoul, 04576, KOR",+82 2-2039-3140,,비건,,,37.56626,127.02001,"신당 중앙시장의 오래된 식당들 사이, 붉은 차양 아래 자리한 고사리 익스프레스는 단번에 시선을 끈다. ‘일상 속의 채식’을 지향하며 채소를 더욱 맛있고 흥미롭게 즐길 수 있도록 한다. 모든 메뉴에는 고사리 오일 소스를  베이스로 사용하며, 고소한 들깨 가루와 병아리콩 후무스, 매콤한 베지 라유를 더한 비빔면은 강한 중독성을 자랑한다. 고사리 칠리 소스를 곁들인 대만식 전병도 인기 메뉴 중 하나. 고사리 소스와 비건 버터는 별도 판매되며, 이곳은 고사리의 무한한 가능성을 맛볼 수 있는 공간이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b23911143b6d4b7ab617ad3ad00a957b.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gosari-express
필동면옥,한국,서울,빕구르망,2026,"중구 서애로 26, Seoul, 04624, KOR",+82 2-2266-2611,,냉면,,,37.56035,126.99689,중구 필동에 자리하고 있는 남산골 한옥마을 인근의 평양냉면 레스토랑. 내로라하는 평양냉면 전문점 중 하나인 필동면옥은 오랜 세월 많은 이들에게 사랑받아왔다. 자칫 특징 없이 밍밍하다고 느낄 수 있을 만큼 깔끔한 맛을 자랑하는 이곳 육수에서 나는 섬세한 육 향과 은은한 감칠맛에 중독되어 단골이 된 손님들도 많다고. 두툼하면서도 부드럽고 촉촉한 돼지 수육은 이 집의 또 다른 명물이다. 정통 평양냉면을 선보이는 곳들 중에서도 특유의 섬세함을 가장 잘 표현해낸다는 평을 받는 곳이기도 하다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2bc32b223a44ff4a9fc812b9016048f.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/pildong-myeonok
소바키리 스즈,한국,서울,빕구르망,2026,"중구 동호로 12길 98, Seoul, 04608, KOR",+82 2-2256-6986,,소바,,,37.55949,127.01243,"이 젊은 요리사의 성장에 있어 소바의 매력은 국내산 메밀을 통해 일본의 대중 요리를 선보이고 싶다는 목표를 만들어주었다. 일본에서의 활동 이후 신당동의 고즈넉한 동네에서 그의 목표를 향하고 있다. 그는 '소토이치' 제면 방식으로 자신의 선호가 담긴 소바를 선보인다. 메밀의 은은한 곡향에 탄력있게 씹히는 식감의 소바로 이곳의 스타일을 개성있게 드러내고 있다. 기본 자루 소바 외에 사케와 어울리는 조림, 텐푸라도 준비되어 있어, 마치 간사이 지방의 소박한 소바집에서 사케를 곁들여 요리와 소바를 즐기는 듯한 현지 분위기를 느낄 수 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ce0067d5f4014b4186b0ba3a62f816b2.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sobakeeri-suzu
