name,ribbon_count,foodtype,address,city,district,phone,hours,description,image_url,detail_url,labels
신식당,2,"소떡갈비, 비빔밥",전라남도 담양군 담양읍 담주2길 18-13 (담양읍),전라남도,담양군,,,"담양을 대표하는 떡갈빗집으로, 약한 참숯불에 양념장을 발라 구운 부드러운 떡갈비 맛이 일품이다. 가마솥에 갈빗살과 뼈를 넣고 푹 고아내 국물 맛이 진한 갈비탕, 그리고 각종 나물과 직접 담근 고추장 맛이 좋은 비빔밥을 추천할 만하다. 1909년부터 떡갈비를 시작하여 4대째, 1백 년이 넘게 내려오는 곳으로, 떡갈비의 원조로도 알려졌다.",https://www.bluer.co.kr/images/es_5c17771eb56c40ff81775524dd89ad9b.jpg,https://www.bluer.co.kr/restaurants/2449,
대광식당,2,육전,광주광역시 서구 상무대로695번길 15 (마륵동),광주광역시,서구,,,전에 관해서는 광주 최고라고 일컬어지는 육전이 간판 메뉴다. 육전은 육질이 좋은 아롱사태를 얇게 저며서 찹쌀가루를 살짝 묻힌 뒤 달걀 옷을 얇게 입혀 굽는다. 자리마다 놓인 전기 팬에서 바로 구워 먹는 것이 특징이다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/2131,
뜨라또리아델리카르도,1,"이탈리아식, 파스타",대구광역시 북구 칠곡중앙대로54길 27 (태전동) 1층,대구광역시,북구,,,"파올로데마리아 셰프의 제자인 리카르도 셰프가 운영하는 이탈리안 레스토랑. 이탈리아 음식 본연의 맛을 잘 살린다는 평을 받는다. 부드러운 트러플크림감자뇨키와 봉골레, 모차렐라치즈와 루콜라 등이 올라간 루꼴라플랫브레드 등이 인기다.",https://www.bluer.co.kr/images/es_6925375936594a1dac7c8931f4255b7c.jpg,https://www.bluer.co.kr/restaurants/30086,
케이브파스타바,1,파스타,대전광역시 서구 갈마역로25번길 9-9 (갈마동),대전광역시,서구,,,"매일 직접 반죽한 생면으로 요리한 파스타를 선보이는 다이닝 바. 파스타를 단품 또는 파스타 코스로 즐길 수 있다. 파스타에 사용되는 육수와 소스도 직접 만든다. 평일에는 90분 단위, 주말 런치는 30분, 주말 디너는 60분 단위로 에약을 받는 예약 우선제 매장이다.",https://www.bluer.co.kr/images/bluer_53a045e0615146999077b22c7f6c46db.jpg,https://www.bluer.co.kr/restaurants/36398,
몽중식,1,일반중식,서울특별시 마포구 동교로 257 (연남동),서울특별시,마포구,,,"스토리가 있는 중식 코스요리 전문점. 시즌마다 주기적으로 콘셉트를 바꾸며 그에 맞추어 음식을 내고, 음식마다 스토리를 담아 설명해 준다. 개성있는 중식 코스와 함께 하는 페어링도 인기가 높다.",https://www.bluer.co.kr/images/es_bb2f9c9261a54c26a8e0acd7f0263e51.jpg,https://www.bluer.co.kr/restaurants/31241,
장성향,1,"중국만두, 일반중식",부산광역시 동구 대영로243번길 29 (초량동),부산광역시,동구,,,"영화 <올드보이>에 등장하는 군만두로 유명해진 중국집. 바삭한 군만두 안에는 고기소가 가득 들어 있다. 간짜장은 불맛이 느껴지며, 면과 양념소스를 잘 비벼서 고소한 계란프라이와 함께 먹는 것이 별미다.",https://www.bluer.co.kr/images/es_b10c78ceab7841f0847baca2d206712b.jpg,https://www.bluer.co.kr/restaurants/4073,
해남천일관,1,한정식,서울특별시 서초구 반포대로39길 36-1 (반포동),서울특별시,서초구,,,전라남도 해남에 있는 90여 년 전통 한정식집 천일관의 서울 분점. 남도식 한정식의 진수를 맛볼 수 있다. 방배동으로 이전하면서 모던하고 스타일리시한 분위기로 바뀌었다.,https://www.bluer.co.kr/images/es_029b9d1f0e524f3d940ee7430ad93859.jpg,https://www.bluer.co.kr/restaurants/4150,
오트르망,1,프랑스식,전라남도 순천시 이수1길 15-6 (조곡동),전라남도,,,,"영국의 클럽 가스콘과 프랑스의 피에르 상 앙 오베르캄프 등에서 20여 년간 경력을 쌓은 이노선 셰프가 고향 순천에 오픈한 컨템포러리 프렌치 레스토랑이다. 구례의 보타닉 남도와 협업해 다양한 유기농 노지 채소를 활용한 요리를 선보이며, 현지의 감각을 살린 이국적인 풍미와 높은 완성도가 인상적이다. 봄철에만 한시적으로 선보이는 튤립 요리가 이곳의 시그니처다.",https://www.bluer.co.kr/images/es_935560aface14a69a6adc5ab170f6a93.jpg,https://www.bluer.co.kr/restaurants/33031,
우성갈비,1,돼지갈비,서울특별시 중구 동호로7길 13 (신당동),서울특별시,중구,,,"길가에 놓인 드럼통에 앉아서 소주 한잔하기 좋은, 시장통의 대폿집이다. 초벌구이해 나오는 돼지갈비를 연탄불에 구워 먹는 맛이 일품이다. 양념 맛이 너무 진하지도 않으면서 고기의 탱탱한 육질이 돋보인다.",https://www.bluer.co.kr/images/687_thumb.jpg,https://www.bluer.co.kr/restaurants/687,
용문해장국,1,선지해장국,서울특별시 용산구 효창원로 110 (용문동),서울특별시,용산구,,,"해장국으로 유명한 집. 메뉴는 해장국 한 가지로, 취향에 따라 ‘우거지 가득’, ‘선지 빼고 고기 많이’ 등으로 주문하면 된다. 새벽에 문을 열어 점심때가 지나면 문을 닫으므로 시간을 확인하고 가야 한다.",https://www.bluer.co.kr/images/6377_thumb.jpg,https://www.bluer.co.kr/restaurants/6377,
데이빗앤룰스,1,스테이크,경기도 성남시 분당구 판교로319번길 13 (삼평동) B1층,경기도,분당구,,,"한우 1+ 등급 이상의 소고기만을 선별해 3주 이상 드라이에이징 하는 스테이크 하우스. 안심스테이크를 비롯해 무쇠 주물팬에 시어링한 채끝등심스테이크,  포터하우스스테이크 등이 대표 메뉴다. 감자튀김이나 퓌레, 채소 등을 사이드 메뉴로 곁들이는 편을 추천한다. 다양한 규모의 프라이빗 룸을 갖추고 있어 비즈니스 미팅, 가족 모임 등을 하기 좋다.",https://www.bluer.co.kr/images/es_e1fc23cf67e84968b1eebcc6daadd700.jpg,https://www.bluer.co.kr/restaurants/29390,
압구정진주,1,"삼겹살, 돼지고기구이",서울특별시 강남구 압구정로46길 5-10 (신사동) 압구정로데오스타,서울특별시,강남구,,,9첩반상과 함께 제주산 삼겹살을 맛볼 수 있는 곳. 불판에서 구운 삼겹살을 새우젓과 함께 먹으면 감칠맛이 더해진다. 산낙지를 불판에 구워 어리굴젓볶음밥과 함께 먹는 것도 추천한다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/31246,
쿠오체레,1,"피자, 파스타","경기도 김포시 김포한강1로 247 (운양동) 김포운양헤리움타운 117,118호",경기도,,,,"호텔 출신 셰프가 만드는 담백한 화덕 피자와 파스타를 맛볼 수 있다. 피자와 파스타 모두 기본에 충실한, 전통적인 맛이다. 버섯 크림 콘킬리오니, 풍기에코토, 부라타에프로슈토 등이 추천 메뉴다.",https://www.bluer.co.kr/images/es_64c8e14a97194129a6ccf8aab18ced22.jpg,https://www.bluer.co.kr/restaurants/33158,
기연,1,일식오마카세,전라북도 군산시 구영3길 39 (월명동),전라북도,,,,서울의 일본요리점 모노로그에서 근무한 후 고향인 군산으로 내려온 전훈 셰프의 일본요리점이다. 매일 조금씩 달라지는 제철 식재료를 사용한 신선하면서도 훌륭한 맛의 정통 일본 요리를 오마카세 형식으로 낸다. 사케 리스트도 합리적인 가격에 구성도 훌륭하며 1부(5시30분 시작)와 2부(8시 시작)로 나뉘어 운영하기 때문에 2차로 즐기기에도 좋다.,https://www.bluer.co.kr/images/es_ff227dcfc13c48ef88a6e5e29266ab22.jpg,https://www.bluer.co.kr/restaurants/33000,
페로즈,1,타파스바,제주특별자치도 제주시 남광로 72 (이도이동) 1층,제주특별자치도,,,,"호텔에서 경력을 쌓은 뒤 스패니시 레스토랑 엘씨엘로에서 현지인 셰프에게 스페인 요리를 배운 뒤, 스페인 요리에 푹 빠져 하몽 카빙마스터 과정까지 수료한 박상성 셰프의 타파스바. 스페인의 클래식 요리에 기반한 제대로 된 스페인 요리를 내는 타파스바다. 스페인 황실에 납품되는 5J 싱코 호타스(Cinco Jotas) 하몽을 맛볼 수 있는 귀한 곳이기도 하다. 스몰 디시가 많고 식사로 할만한 메인요리급 디시도 갖추고 있어 혼밥, 혼술이나 2차로 즐기기에도 좋다.",https://www.bluer.co.kr/images/es_170002b7b9f942bea7bb26fbb50d60da.jpg,https://www.bluer.co.kr/restaurants/43251,
솔밭묵집,1,"묵, 닭백숙, 닭볶음탕",대전광역시 유성구 관용로 43 (관평동),대전광역시,유성구,,,"구즉도토리묵 거리에 있는 묵집 중의 하나. 도토리묵의 진한 맛을 볼 수 있다. 큼지막한 대접에 도토리묵을 채 썰어 담고 잘게 썬 김치와 김, 깨소금을 고명으로 얹어 국물을 부어낸다. 자극적인 맛을 원하면 삭힌 풋고추를 첨가하면 매콤하다. 묵과 함께 나오는 보리밥도 별미다.",https://www.bluer.co.kr/images/es_c3d209bc6a5e4f86b9f917545b53a308.jpg,https://www.bluer.co.kr/restaurants/2229,
히노키공방,1,일본가정식,서울특별시 마포구 신촌로14안길 3 (노고산동),서울특별시,마포구,,,"일본 가정식 밥집. 소고기에 진하고 깊은 맛의 데미글라스 소스를 올린 하야시니코미정식이 대표 메뉴로, 묽은 상태로 만들어 놓은 소스를 주문이 들어오면 진득하게 졸여 내는 것이 특징이다. 카츠나베정식과 새우튀김이 올라간 아사히새우텐동도 인기 메뉴. 재료가 소진되면 일찍 마감할 수 있으니 전화 확인 후 방문하는 것이 좋다.",https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/28197,
강릉하루키친,1,"일식우동, 일식돈가스",강원특별자치도 강릉시 강릉대로587번길 23 (초당동),강원특별자치도,,,,"일본츠지요리학교 출신 일본인이 헤드 셰프로 있는 곳으로, 강원도 로컬 재료를 활용한 일식 요리를 선보인다. 투뿔 한우와 송고버섯이 들어간 우동, 한우니쿠우동이 시그니처 메뉴. 자가제면한 쫄깃한 면발과 바삭한 덴푸라의 식감이 조화롭게 어우러지는 붓가케우동도 추천할 만한 메뉴.",https://www.bluer.co.kr/images/es_5cfd34780337438bbb7d8f0b1f823d1a.jpg,https://www.bluer.co.kr/restaurants/43964,
시칠리아파스타바,1,파스타,대구광역시 수성구 동원로1길 35 (범어동) 1층,대구광역시,수성구,,,"직접 만든 생면 파스타로 코스 요리를 선보이는 곳이다. 와인 페어링을 추가하면 전채요리에 화이트 와인, 두 번째 파스타에 레드 와인이 제공된다. 사전 예약은 필수. 카운터 자리로 운영하였으나 최근 리뉴얼 이전하여 좌석 수도 많아졌다.",https://www.bluer.co.kr/images/es_2007cc3f304443b3a5d1a76b6e126de7.jpg,https://www.bluer.co.kr/restaurants/32560,
빠오즈푸(본점),1,중국만두,서울특별시 광진구 광나루로 373 (군자동),서울특별시,광진구,,,"중국식 만두를 제대로 선보이는 곳. 주문 즉시 그 자리에서 만두를 빚어 요리하기 때문에, 다소 시간은 걸리는 편이지만 제대로 된 만두를 맛볼 수 있다. 만둣국과 비슷한 형태의 중국 음식인 훈둔은 한 끼 식사로 부족함이 없다.",https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/25771,
이태리회관,1,이탈리아식,경상남도 남해군 삼동면 봉화로 22-1 (삼동면) 2층,경상남도,남해군,,,이탈리아 Alma 출신으로 서울 몰토를 거친 윤준 셰프가 운영하는 작은 이탈리안 레스토랑. 점심만 운영하고 있으며 파스타와 쇠고기 커틀릿 혹은 아란치니와 수프 컴비네이션 단품요리와 다양한 이탈리아식 디저트를 선보이고 있다. 본토 풍미가 그득한데다 가격도 합리적이다.,https://www.bluer.co.kr/images/es_109ea5d29af94a83ad72394ea9304576.jpg,https://www.bluer.co.kr/restaurants/36486,
큰나무집,1,닭백숙,대구광역시 달성군 가창면 우록길 24 (가창면) 1층,대구광역시,달성군,,,토종닭과 한약재를 사용한 궁중한방백숙을 선보이는 대형 식당. 압력밥솥에 삶은 백숙을 직접 들고 와서 서빙한다. 함께 나오는 배추물김치 맛이 일품이다. 백숙은 삶는 데 시간이 오래 걸리므로 예약하는 것이 좋다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/27900,
인화루,1,일반중식,경기도 평택시 탄현로 283 (신장동),경기도,,,,60여 년의 역사를 자랑하는 화상 중국집. 깐쇼새우와 양장피가 인기 있는 메뉴다. 식사로는 고추고기짬뽕과 간짜장을 대표 메뉴로 맛볼 수 있다. 탕수육도 많이 찾는다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/6179,
진진만두,1,"만둣국, 어복쟁반, 수육",서울특별시 영등포구 국제금융로8길 34 (여의도동) 오륜빌딩 3층,서울특별시,영등포구,,,여의도의 유명한 만둣집. 진한 국물과 맛있는 만두가 들어 있는 만둣국을 먹을 수 있는 곳이다. 버섯을 푸짐하게 넣은 어복쟁반과 녹두전이 추천 메뉴. 점심때가 되면 복도 끝까지 줄이 서 있을 정도로 인기가 많다.,https://www.bluer.co.kr/images/782_thumb.jpg,https://www.bluer.co.kr/restaurants/782,
조선옥,1,"소갈비, 육개장",서울특별시 중구 을지로15길 6-5 (을지로3가),서울특별시,중구,,,"소갈비를 진간장, 참기름, 마늘, 설탕 등으로 맛을 낸 양념장에 하루 동안 재웠다가 연탄불에 굽는 옛날식 갈비구이다. 진하지 않은 달콤한 양념이 옛 갈비 맛의 추억을 되살려 준다. 70년대 중반까지만 하더라도 중국집 안동장, 설렁탕집 이남장과 더불어 을지로의 3대 식당으로 불리던, 80여 년 전통의 갈빗집이다.",https://www.bluer.co.kr/images/765_thumb.jpg,https://www.bluer.co.kr/restaurants/765,
개성만두궁,1,"만두, 떡국",서울특별시 종로구 인사동10길 11-3 (관훈동),서울특별시,종로구,,,50년 이상 전통 개성 만두의 맛을 지키는 곳이다. 전통 있는 개성만두와 고소한 사골 국물의 조화가 일품이다. 개성식 떡국인 조랭이 떡국도 맛볼 수 있다. 다양한 전통주도 맛볼 수 있어 식사와 함께 곁들이면 좋다.,https://www.bluer.co.kr/images/79_thumb.jpg,https://www.bluer.co.kr/restaurants/79,
광양숯불구이(지산동점),1,"소불고기, 소갈비",광주광역시 동구 필문대로 229 (지산동),광주광역시,동구,,,40여 년간 광양식으로 양념한 한우숯불구이를 팔고 있는 광양숯불구이 지산동점이다. 달짝지근한 양념 맛으로 인해 남녀노소 모두 즐길 수 있다. 양념을 강하게 하고 일정 시간 재운 듯 색이 변해 있다. 밑반찬이 깔끔하게 나오는 편이다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/4409,
에루화,1,돼지떡갈비,전라북도 전주시 완산구 고사평5길 25 (서신동),전라북도,완산구,,,전주에서 유명한 돼지고기 떡갈빗집. 참 숯불에 구운 후 다시 무쇠 돌판에 구워 먹는 떡갈비를 맛볼 수 있다. 노릇하게 구워진 떡갈비와 함께 먹는 냉면과 김치찌개의 조합이 훌륭하다.,https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/2540,
한국관,1,비빔밥,전라북도 전주시 덕진구 기린대로 425 (금암동),전라북도,덕진구,,,전주식 비빔밥 전문점. 육회비빔밥은 다양한 나물과 육회가 넉넉히 들어가며 전통 놋그릇에 담겨 나온다. 비빔밥마다 나오는 그릇이 다른 것이 특징. 큰 뚝배기 그릇에 약재를 넣어 달인 모주도 한 잔 곁들이면 좋다. 50여 년의 역사를 자랑한다.,https://www.bluer.co.kr/images/es_b96fc7b053e346d3adcb3f92f031cd3c.jpg,https://www.bluer.co.kr/restaurants/2552,
명인등심(압구정본점),1,소고기구이,서울특별시 강남구 도산대로 211 (신사동) 동현빌딩 2층,서울특별시,강남구,,,"투뿔 등급의 한우를 즐길 수 있는 곳이다. 경북 안동의 직영 목장과 직거래하므로 합리적인 가격대로 한우를 즐길 수 있다. 등심을 주문하면 윗등심, 아랫등심, 살치살, 꽃등심, 새우살 등심 한 채의 모든 부위를 골고루 내어주는 것이 특징이다.",https://www.bluer.co.kr/images/bluer_f38c93d713154c60ba479d3d912b0c65.jpg,https://www.bluer.co.kr/restaurants/30558,
청담골,1,"백반, 생선조림, 생선구이",서울특별시 강남구 선릉로148길 48 (청담동) 미준빌딩,서울특별시,강남구,,,"구수한 누룽지백반으로 이름난 백반집이다. 적당히 끓인 누룽지를 큼직한 대접에 가득 담아 내온다. 달걀찜, 게장, 나물 등 10가지가 넘는 밑반찬도 훌륭하다. 밥집을 찾기 어려운 청담동에서 편하게 식사할 수 있는 곳이다.",https://www.bluer.co.kr/images/1276_7.jpg,https://www.bluer.co.kr/restaurants/1276,
충무로쭈꾸미불고기,1,주꾸미,서울특별시 중구 퇴계로31길 11 (필동1가),서울특별시,중구,,,"50여 년 동안 꾸준히 사랑을 받는 곳으로, 매콤한 양념의 주꾸미를 숯불에 구워 먹는다. 주꾸미, 키조개가 같이 나오는 모둠을 시키는 것을 추천. 마지막에 볶아 먹는 볶음밥도 별미다.",https://www.bluer.co.kr/images/es_c5c4a2fa6a164a22be1308a9ab1ff521.jpg,https://www.bluer.co.kr/restaurants/1268,
리틀사이공,1,베트남식,서울특별시 강남구 언주로174길 26 (신사동),서울특별시,강남구,,,서울에서 비교적 오래된 베트남 쌀국수 전문점이다. 소고기가 들어간 진한 국물에 쌀국수를 넣은 베트남 쌀국수를 맛볼 수 있다. 신선한 속재료가 푸짐하게 나오는 월남쌈과 쌀로 만든 피에 돼지고기와 채소를 넣고 말아 기름에 튀겨낸 짜조가 인기 메뉴다. 모든 요리는 포장 가능하다.,https://www.bluer.co.kr/images/282_thumb.jpg,https://www.bluer.co.kr/restaurants/282,
비아메렝게,1,멕시코식,서울특별시 서대문구 명물길 27-18 (창천동) BESCON HOUSE,서울특별시,서대문구,,,"멕시코 현지인이 요리하는 정통 멕시칸 요리를 즐길 수 있는 곳. 다양한 종류의 타코를 맛볼 수 있으며, 카르니타스타코가 시그니처 메뉴다. 카르니타스부리토를 특제 살사에 적셔서 먹는 멕시코 가정식 엔칠라다와 손님이 직접 만들어 먹는 프레시과카몰레도 추천 메뉴.",https://www.bluer.co.kr/images/es_9ba9d55a175f4d3eb69013d0adab4209.jpg,https://www.bluer.co.kr/restaurants/30829,
